Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
440,Jonathan Mogbo,24,TOR,PF,34,0,214,13.2,.573,.024,.293,9.9,21.9,15.8,12.7,2.3,2.7,17.8,11.3,0.2,0.4,0.6,.125,-2.4,1.4,-1.0,0.1,,mogbojo01
441,Blake Hinson,26,UTA,SF,11,1,214,15.3,.711,.740,.156,4.0,8.3,6.1,6.1,0.2,0.9,2.4,16.3,0.6,-0.1,0.5,.112,2.6,-3.3,-0.7,0.1,,hinsobl01
442,PJ Hall,23,2TM,C,19,2,214,15.9,.599,.085,.492,17.6,21.7,19.7,6.6,0.7,4.3,18.2,17.3,0.3,0.3,0.6,.124,-1.6,-0.8,-2.3,0.0,,hallpj01
442,PJ Hall,23,MEM,C,7,0,27,18.9,.630,.333,.333,11.9,24.3,18.0,10.9,0.0,6.9,8.8,17.4,0.1,0.0,0.1,.157,1.8,0.0,1.8,0.0,,hallpj01
442,PJ Hall,23,CHO,C,12,2,187,15.4,.594,.040,.520,18.5,21.3,19.9,6.0,0.8,3.9,19.6,17.3,0.2,0.2,0.5,.119,-2.1,-0.9,-2.9,0.0,,hallpj01
443,Scotty Pippen Jr.,25,MEM,PG,10,6,212,14.8,.537,.333,.240,4.0,7.2,5.6,33.6,4.3,1.8,20.3,26.1,-0.1,0.3,0.1,.032,-2.6,-0.3,-2.8,0.0,,pippesc02
444,DeJon Jarreau,28,MEM,SG,10,0,211,10.6,.484,.346,.256,6.1,19.2,12.6,22.7,1.8,2.6,20.2,21.4,-0.3,0.2,0.0,-0.009,-4.2,-0.5,-4.7,-0.1,,jarrede01
445,Keshad Johnson,24,MIA,SF,27,0,210,13.2,.543,.463,.305,9.2,15.4,12.3,2.6,2.2,3.0,11.4,20.3,0.0,0.3,0.3,.070,-2.5,-0.2,-2.7,0.0,,johnske10
446,Tyson Etienne,26,BRK,PG,18,0,209,13.1,.641,.833,.205,1.1,5.9,3.3,16.9,1.4,0.0,9.6,19.6,0.4,0.1,0.4,.100,0.8,-1.6,-0.8,0.1,,etienty01
447,Lachlan Olbrich,22,CHI,C,30,0,199,10.0,.505,.250,.667,10.9,20.5,15.8,12.1,1.4,1.3,16.2,11.7,0.1,0.2,0.3,.065,-3.9,0.0,-3.9,-0.1,,olbrila01
448,DeAndre Jordan,37,NOP,C,12,7,199,15.8,.671,.000,.531,14.0,27.4,20.6,7.2,1.0,4.8,18.6,10.2,0.3,0.2,0.6,.134,-0.4,0.2,-0.3,0.1,,jordade01
449,DaRon Holmes,23,DEN,PF,21,6,198,12.8,.700,.724,.190,3.6,13.0,8.5,11.0,0.0,1.9,14.9,16.2,0.3,0.1,0.4,.098,0.6,-1.5,-1.0,0.1,,holmeda01
450,Garrison Mathews,29,IND,SG,15,1,196,11.3,.628,.885,.442,1.1,8.6,4.7,6.9,1.5,1.3,4.6,14.1,0.3,0.1,0.4,.096,-1.3,-0.1,-1.3,0.0,,mathega01
451,Nigel Hayes-Davis,31,PHO,SF,27,0,195,4.2,.356,.348,.087,6.6,12.4,9.4,4.6,2.0,1.0,14.3,12.1,-0.3,0.2,-0.1,-0.024,-6.4,-0.9,-7.3,-0.3,,hayesni01
452,E.J. Liddell,25,BRK,PF,20,0,194,7.1,.455,.582,.091,4.6,19.0,11.4,11.5,0.8,3.8,12.3,14.6,-0.2,0.1,0.0,-0.004,-5.4,-0.8,-6.2,-0.2,,liddeej01
453,Kennedy Chandler,23,UTA,PG,6,1,194,11.7,.518,.306,.319,1.1,9.7,5.3,29.7,1.5,0.5,14.6,20.5,0.0,0.0,0.0,.010,-3.2,-3.4,-6.6,-0.2,,chandke01
454,MarJon Beauchamp,25,PHI,SF,11,1,187,12.8,.553,.616,.233,3.5,14.8,9.1,10.8,2.3,2.0,13.9,21.1,0.0,0.2,0.2,.046,-1.0,-1.0,-2.0,0.0,,beaucma01
455,Drew Timme,25,LAL,PF,22,0,185,13.9,.666,.373,.137,5.9,11.7,8.9,12.9,1.3,0.0,11.5,14.4,0.4,0.1,0.5,.122,0.1,-1.1,-1.0,0.0,,timmedr01
456,JD Davison,23,HOU,PG,25,0,184,9.7,.474,.519,.167,1.2,12.5,6.9,19.9,1.4,2.0,10.8,14.8,0.1,0.2,0.3,.075,-3.0,0.8,-2.2,0.0,,davisjd01
457,Zach Collins,28,CHI,C,10,0,184,17.9,.666,.328,.313,9.4,22.8,16.2,12.0,0.5,1.9,12.1,18.8,0.4,0.1,0.5,.138,1.0,-0.7,0.3,0.1,,colliza01
458,Chris Youngblood,23,2TM,SG,33,0,183,10.7,.527,.857,.159,4.3,11.9,8.3,8.7,1.1,1.6,2.9,16.4,0.2,0.3,0.5,.119,-2.0,-0.2,-2.3,0.0,,youngch01
458,Chris Youngblood,23,OKC,SG,32,0,174,10.1,.505,.850,.167,4.5,12.6,8.7,8.2,1.1,1.7,3.0,16.5,0.1,0.3,0.4,.110,-2.6,-0.3,-2.9,0.0,,youngch01
458,Chris Youngblood,23,POR,SG,1,0,9,22.3,1.000,1.000,.000,0.0,0.0,0.0,17.8,0.0,0.0,0.0,13.5,0.1,0.0,0.1,.291,8.8,1.6,10.3,0.0,,youngch01
459,RayJ Dennis,24,3TM,PG,16,0,180,6.5,.416,.534,.123,4.7,9.3,7.0,22.7,1.1,1.9,16.3,21.7,-0.4,0.1,-0.3,-0.079,-4.1,-1.0,-5.1,-0.1,,dennira01
459,RayJ Dennis,24,IND,PG,13,0,168,6.5,.421,.528,.125,5.1,8.7,6.8,21.7,0.8,2.0,15.6,22.8,-0.4,0.1,-0.3,-0.086,-3.9,-1.4,-5.3,-0.1,,dennira01
459,RayJ Dennis,24,LAC,PG,1,0,4,-6.0,,,,0.0,56.7,29.2,0.0,0.0,0.0,100.0,11.1,0.0,0.0,0.0,-0.274,-15.4,-0.3,-15.7,0.0,,dennira01
459,RayJ Dennis,24,ATL,PG,2,0,8,13.8,.000,1.000,.000,0.0,0.0,0.0,55.4,5.9,0.0,0.0,5.2,0.0,0.0,0.0,.162,-1.7,5.6,3.8,0.0,,dennira01
460,Malevy Leons,26,GSW,SF,20,1,173,11.8,.495,.283,.174,13.3,9.8,11.6,7.9,2.2,3.7,10.8,13.6,0.1,0.2,0.3,.086,-3.3,-0.2,-3.5,-0.1,,leonsma01
461,Andersson Garcia,25,UTA,SF,5,2,169,8.4,.394,.448,.310,10.7,16.4,13.5,10.1,2.2,2.3,17.5,9.8,0.0,0.1,0.1,.015,-5.2,-0.6,-5.9,-0.2,,garcian01
462,Hunter Tyson,25,DEN,PF,21,2,162,6.4,.398,.635,.250,2.9,21.3,12.5,13.1,0.6,0.6,8.0,16.8,-0.2,0.1,0.0,-0.014,-5.3,-1.6,-6.9,-0.2,,tysonhu01
463,Xavier Tillman Sr.,27,2TM,C,26,1,159,9.7,.421,.439,.098,12.8,13.6,13.2,8.9,2.5,1.9,15.8,13.8,-0.1,0.2,0.2,.047,-3.5,0.4,-3.1,0.0,,tillmxa01
463,Xavier Tillman Sr.,27,BOS,C,14,1,111,11.3,.500,.484,.000,10.0,14.5,12.3,6.1,2.7,1.8,13.9,14.1,0.0,0.2,0.2,.080,-2.2,1.0,-1.2,0.0,,tillmxa01
463,Xavier Tillman Sr.,27,CHO,C,12,0,48,6.1,.213,.300,.400,19.2,11.5,15.3,15.5,2.1,1.9,20.3,13.0,-0.1,0.1,0.0,-0.029,-6.5,-0.8,-7.3,-0.1,,tillmxa01
464,Walker Kessler,24,UTA,C,5,5,154,20.8,.786,.216,.541,15.9,22.3,19.0,13.9,2.1,5.7,25.9,16.6,0.3,0.1,0.5,.150,1.6,1.7,3.4,0.2,,kesslwa01
465,Malachi Smith,26,BRK,SG,8,0,151,14.2,.638,.349,.047,5.1,9.7,7.3,19.0,2.3,1.8,18.6,15.5,0.1,0.1,0.2,.076,0.4,-0.1,0.3,0.1,,smithma02
466,Mason Plumlee,35,2TM,C,18,2,150,13.9,.757,.000,1.077,12.1,25.0,18.6,16.1,2.9,0.0,36.5,8.5,0.2,0.3,0.5,.154,-1.7,2.9,1.2,0.1,,plumlma01
466,Mason Plumlee,35,CHO,C,14,2,125,13.5,.752,.000,1.000,9.2,26.6,18.1,16.5,2.4,0.0,34.2,8.9,0.2,0.2,0.4,.140,-1.5,2.6,1.1,0.1,,plumlma01
466,Mason Plumlee,35,SAS,C,4,0,25,16.0,.798,.000,2.000,26.5,16.8,21.5,14.0,5.8,0.0,51.5,6.5,0.1,0.1,0.1,.225,-2.4,4.2,1.8,0.0,,plumlma01
467,Jalen Slawson,26,IND,SF,7,3,148,11.5,.488,.571,.257,2.9,17.4,10.0,15.1,2.9,4.6,11.4,12.6,0.0,0.2,0.2,.069,-2.6,1.6,-1.0,0.0,,slawsja01
468,Nate Williams,26,GSW,SG,11,0,146,12.0,.610,.340,.260,9.7,5.4,7.6,9.1,1.0,0.0,13.9,18.8,0.2,0.1,0.2,.076,-2.1,-2.3,-4.4,-0.1,,willije02
469,Max Strus,29,CLE,SF,6,0,144,17.7,.726,.837,.122,6.1,23.6,14.9,11.5,1.0,0.0,8.8,16.5,0.4,0.2,0.6,.196,3.4,-0.7,2.7,0.2,,strusma01
470,Jeff Green,39,HOU,PF,27,0,142,11.4,.542,.673,.055,3.9,10.8,7.4,5.9,0.4,0.6,1.7,17.0,0.2,0.1,0.3,.108,-0.6,-2.2,-2.8,0.0,,greenje02
471,Amari Williams,24,BOS,PF,21,2,136,10.2,.556,.000,.737,7.4,23.7,15.7,8.3,1.1,7.4,28.4,11.2,0.0,0.3,0.2,.080,-4.8,2.9,-1.9,0.0,,william01
472,A.J. Lawson,25,TOR,SG,16,0,135,14.6,.606,.583,.188,5.8,16.9,11.3,5.1,2.5,2.1,7.1,17.7,0.2,0.2,0.4,.142,-0.8,0.9,0.0,0.1,,lawsoaj01
473,Miles Kelly,23,DAL,PG,14,0,134,8.2,.484,.750,.023,4.0,14.8,9.5,12.0,1.4,0.6,11.9,15.8,-0.1,0.1,0.0,.015,-4.6,-0.5,-5.0,-0.1,,kellymi02
474,Bismack Biyombo,33,SAS,C,23,1,133,4.3,.615,.000,.500,4.1,15.0,9.7,4.5,1.4,0.7,29.1,7.6,0.0,0.2,0.2,.059,-7.3,1.3,-6.0,-0.1,,biyombi01
475,Kevin McCullar Jr.,24,NYK,SF,20,0,130,8.4,.471,.500,.139,8.5,13.8,11.1,18.8,2.7,0.0,23.9,16.5,-0.1,0.2,0.1,.030,-4.6,0.7,-3.9,-0.1,,mcculke01
476,Yuki Kawamura,24,CHI,PG,11,0,121,12.7,.555,.667,.542,4.5,13.9,9.2,32.6,2.3,0.0,27.0,14.1,0.1,0.1,0.2,.087,-2.4,-0.7,-3.1,0.0,,kawamyu01
477,Bradley Beal,32,LAC,SG,6,6,121,5.1,.476,.396,.167,2.0,2.8,2.4,12.0,1.2,0.0,14.9,22.2,-0.2,0.0,-0.2,-0.070,-6.7,-3.9,-10.5,-0.3,,bealbr01
478,Alijah Martin,24,TOR,SG,18,0,118,13.5,.491,.439,.439,8.5,9.7,9.1,10.1,3.3,3.3,9.3,19.6,0.0,0.2,0.2,.088,-2.1,1.4,-0.8,0.0,,martial01
479,Tolu Smith,25,DET,PF,12,0,118,16.2,.571,.000,.786,18.2,22.4,20.3,12.0,0.8,5.0,15.7,15.7,0.2,0.2,0.4,.172,-1.1,1.6,0.5,0.1,,smithto05
480,Dereck Lively II,21,DAL,C,7,4,115,15.0,.670,.000,.556,13.1,20.9,17.1,14.7,1.6,8.1,30.9,11.8,0.1,0.2,0.3,.130,-3.0,3.6,0.6,0.1,,livelde01
481,Kyle Lowry,39,PHI,PG,13,0,113,3.0,.375,1.000,.300,0.0,8.8,4.4,11.8,0.9,1.7,15.0,9.9,-0.1,0.1,-0.1,-0.025,-7.0,-1.7,-8.8,-0.2,,lowryky01
482,Thanasis Antetokounmpo,33,MIL,SF,30,0,110,15.5,.551,.087,1.043,10.4,17.4,13.9,10.9,4.5,4.6,19.2,16.7,0.0,0.2,0.2,.097,-3.0,2.0,-1.0,0.0,,antetth01
483,Adou Thiero,21,LAL,SF,20,0,107,9.4,.532,.045,.545,7.9,13.8,11.0,7.2,2.3,1.7,15.5,13.2,0.0,0.1,0.1,.067,-5.1,-0.1,-5.2,-0.1,,thierad01
484,Luke Travers,24,CLE,SG,12,0,103,10.3,.350,.444,.250,9.6,16.0,12.8,10.8,3.3,3.7,7.0,17.5,-0.1,0.2,0.1,.025,-4.2,1.0,-3.3,0.0,,travelu01
485,Joe Ingles,38,MIN,SF,25,0,102,9.9,.684,.615,.154,0.0,9.4,4.8,24.1,3.3,0.9,39.3,9.5,0.0,0.1,0.2,.082,-2.8,2.4,-0.4,0.0,,inglejo01
486,Patrick Baldwin Jr.,23,3TM,SF,9,1,102,11.8,.549,.519,.259,12.7,12.3,12.6,6.4,1.4,4.5,14.3,14.7,0.0,0.1,0.1,.049,-3.0,-1.6,-4.6,-0.1,,baldwpa01
486,Patrick Baldwin Jr.,23,LAC,SF,2,0,12,23.7,1.025,.750,.500,0.0,9.4,4.9,0.0,0.0,0.0,17.0,21.8,0.1,0.0,0.1,.214,5.2,-0.4,4.8,0.0,,baldwpa01
486,Patrick Baldwin Jr.,23,PHI,SF,1,0,2,6.3,,,,0.0,55.5,27.4,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.083,-5.0,-3.1,-8.1,0.0,,baldwpa01
486,Patrick Baldwin Jr.,23,SAC,SF,6,1,88,10.3,.456,.478,.217,14.8,11.7,13.3,7.4,1.6,5.2,13.7,14.1,0.0,0.0,0.0,.026,-4.1,-1.7,-5.8,-0.1,,baldwpa01
487,Alondes Williams,26,WAS,SG,4,0,101,19.2,.745,.538,.308,5.2,21.4,13.2,16.9,1.4,2.6,14.5,14.3,0.3,0.1,0.3,.159,1.4,-0.5,0.8,0.1,,willial06
488,Javonte Cooke,26,POR,SG,19,0,94,-0.1,.275,.561,.049,4.5,17.5,10.9,9.9,3.0,0.0,17.7,22.0,-0.5,0.1,-0.3,-0.176,-10.5,-1.2,-11.7,-0.2,,cookeja01
489,Chris Boucher,33,BOS,PF,9,0,94,7.8,.392,.600,.160,2.4,18.3,10.5,4.1,2.7,7.5,3.6,12.8,-0.1,0.2,0.1,.064,-5.9,2.7,-3.2,0.0,,bouchch01
490,Pacôme Dadiet,20,NYK,SG,25,0,93,10.7,.458,.690,.207,3.6,20.5,12.0,13.6,1.6,1.1,5.9,15.4,0.1,0.1,0.2,.092,-2.1,1.1,-1.0,0.0,,dadiepa01
491,Kobe Bufkin,22,LAL,SG,12,1,93,5.1,.402,.525,.200,1.3,9.8,5.7,7.2,1.0,3.0,8.4,22.3,-0.2,0.1,-0.2,-0.080,-7.4,-3.4,-10.8,-0.2,,bufkiko01
492,Johnny Juzang,24,MIN,SG,21,0,88,12.2,.518,.632,.211,6.4,14.6,10.6,9.7,1.1,1.0,10.7,22.3,0.0,0.1,0.1,.042,-1.7,-1.7,-3.3,0.0,,juzanjo01
493,John Poulakidas,22,DAL,SG,6,0,86,9.0,.552,.862,.069,3.8,13.4,8.7,4.7,1.6,0.0,6.3,15.6,0.0,0.1,0.1,.061,-3.8,-1.0,-4.7,-0.1,,poulajo01
494,Haywood Highsmith,29,PHO,SF,6,0,80,18.5,.729,.650,.300,8.1,10.1,9.0,12.0,2.5,0.0,0.0,12.0,0.3,0.1,0.4,.252,3.7,1.4,5.1,0.1,,highsha01
495,Isaiah Crawford,24,HOU,SF,13,0,76,6.5,.430,.556,.222,2.9,11.5,7.3,6.6,1.3,3.6,13.2,12.6,-0.1,0.1,0.0,.020,-4.2,0.0,-4.2,0.0,,crawfis01
496,Omer Yurtseven,27,GSW,C,8,0,75,4.2,.382,.176,.706,17.5,15.1,16.3,6.8,1.3,0.0,26.4,17.1,-0.2,0.1,-0.1,-0.068,-8.1,-3.3,-11.4,-0.2,,yurtsom01
497,Eric Gordon,37,PHI,SG,6,0,74,14.4,.754,.667,.095,1.5,1.5,1.5,5.8,2.6,1.3,12.1,14.2,0.1,0.0,0.2,.113,2.1,0.3,2.4,0.1,,gordoer01
498,Bobi Klintman,22,DET,SF,12,0,71,4.5,.388,.481,.111,7.9,21.7,14.9,11.0,2.0,0.0,17.5,20.1,-0.2,0.1,-0.1,-0.042,-7.7,-1.0,-8.7,-0.1,,klintbo01
499,Caleb Houstan,23,ATL,SF,16,0,69,11.1,.665,.818,.136,6.2,4.8,5.5,5.7,1.4,1.3,14.6,16.5,0.1,0.1,0.1,.085,-1.7,-1.9,-3.7,0.0,,houstca01
500,David Jones García,24,SAS,SF,11,0,68,21.0,.579,.200,.240,6.5,13.9,10.3,37.4,4.2,1.3,15.3,20.2,0.1,0.1,0.3,.206,2.6,3.8,6.4,0.1,,jonesda06
501,Garrett Temple,39,TOR,SG,20,0,67,3.2,.390,.786,.643,1.7,11.9,6.7,14.3,2.2,2.9,28.0,15.9,-0.2,0.1,-0.1,-0.072,-7.6,0.2,-7.4,-0.1,,templga01
502,Kadary Richmond,24,WAS,SG,3,0,67,20.1,.722,.250,.188,1.6,14.5,8.0,16.7,5.7,1.3,10.4,12.1,0.2,0.1,0.2,.179,-0.9,4.3,3.4,0.1,,richmka01
503,TyTy Washington Jr.,24,LAC,PG,10,0,66,15.2,.583,.444,.000,1.8,3.4,2.7,30.2,3.0,2.9,14.3,14.1,0.1,0.1,0.2,.128,0.9,1.4,2.3,0.1,,washity02
504,Antonio Reeves,25,CHO,SG,9,0,66,12.3,.675,.650,.000,3.5,10.1,6.8,4.4,0.7,0.0,4.8,13.4,0.1,0.0,0.2,.122,1.0,-0.1,0.9,0.0,,reevean01
505,Taj Gibson,40,MEM,C,7,0,65,16.3,.678,.278,.333,9.9,15.2,12.5,8.7,1.5,1.4,4.6,13.8,0.2,0.0,0.2,.178,0.7,-0.3,0.3,0.0,,gibsota01
506,Monte Morris,30,IND,PG,6,0,65,6.9,.414,.400,.200,1.6,10.3,5.9,18.8,0.7,1.3,8.4,15.5,-0.1,0.0,0.0,-0.029,-4.5,-1.5,-6.0,-0.1,,morrimo01
507,Drew Peterson,26,CHO,PF,6,0,64,0.6,.148,.750,.125,5.4,10.4,7.9,3.8,2.3,1.4,0.0,11.1,-0.2,0.1,-0.1,-0.079,-8.3,-1.6,-9.9,-0.1,,peterdr01
508,Trey Jemison,26,NYK,C,11,0,61,6.4,.605,.000,.143,14.5,14.7,14.6,6.0,0.8,3.3,44.6,9.4,0.0,0.1,0.0,.030,-7.2,-0.3,-7.5,-0.1,,jemistr01
509,DaQuan Jeffries,28,SAC,SG,3,0,60,16.3,.731,.474,.263,5.4,3.8,4.6,2.5,1.6,0.0,0.0,15.0,0.2,0.0,0.2,.164,0.8,-1.2,-0.4,0.0,,jeffrda01
510,Seth Curry,35,GSW,SG,5,0,59,18.2,.699,.444,.167,5.6,7.7,6.6,17.5,1.6,0.0,0.0,13.9,0.2,0.0,0.3,.218,2.4,1.0,3.4,0.1,,curryse01
511,Adama-Alpha Bal,22,MEM,,2,0,59,5.5,.392,.571,.214,1.8,7.4,4.6,10.7,2.4,0.0,0.0,10.8,0.0,0.0,0.0,.020,-7.1,-0.5,-7.6,-0.1,,balad01
512,James Wiseman,24,IND,C,4,1,58,4.1,.597,.000,.200,9.2,5.8,7.5,7.0,0.0,1.5,31.5,11.6,0.0,0.0,0.0,-0.029,-8.0,-1.1,-9.0,-0.1,,wisemja01
513,Johni Broome,23,PHI,C,11,0,55,0.4,.188,.208,.250,13.7,18.2,15.9,9.3,2.6,3.4,10.1,22.7,-0.3,0.1,-0.2,-0.215,-11.8,-4.4,-16.3,-0.2,,broomjo01
514,Cody Martin,30,IND,SF,4,0,55,3.0,.277,.500,.600,1.9,26.5,13.9,4.5,3.5,3.1,24.0,12.9,-0.2,0.1,-0.1,-0.105,-10.0,2.0,-8.0,-0.1,,martico01
515,Wendell Moore Jr.,24,DET,SG,5,0,54,10.0,.635,.143,.286,2.1,10.2,6.2,6.8,1.8,3.7,11.3,6.8,0.1,0.1,0.1,.119,-2.5,1.9,-0.6,0.0,,moorewe01
516,Nikola Topić,20,OKC,PG,5,0,53,1.9,.500,.313,.000,4.3,11.8,8.2,25.2,0.0,0.0,40.7,22.1,-0.2,0.1,-0.1,-0.135,-8.2,-3.1,-11.3,-0.1,,topicni01
517,Jahmir Young,25,MIA,PG,11,0,51,5.6,.437,.364,.091,4.0,4.1,4.0,15.8,0.9,0.0,11.6,20.6,-0.1,0.0,0.0,-0.037,-7.2,-2.0,-9.2,-0.1,,youngja05
518,Tyler Smith,21,DAL,PF,6,0,51,5.5,.397,.667,.111,10.6,18.5,14.6,0.0,1.9,0.0,13.7,18.0,-0.1,0.1,-0.1,-0.066,-6.2,-2.3,-8.5,-0.1,,smithty02
519,Lawson Lovering,22,MEM,C,2,1,49,13.8,.574,.000,.500,13.1,20.1,16.6,8.3,2.9,1.9,14.1,12.0,0.1,0.1,0.1,.111,-3.7,0.0,-3.7,0.0,,loverla01
520,Keshon Gilbert,22,WAS,PG,3,0,48,4.5,.521,.500,1.000,4.4,6.8,5.6,7.4,2.0,7.3,51.0,10.3,-0.1,0.0,-0.1,-0.087,-6.3,-0.4,-6.7,-0.1,,gilbeke01
521,Mac McClung,27,2TM,SG,4,0,47,8.4,.430,.480,.160,0.0,11.8,5.8,6.3,5.1,3.7,10.1,26.8,-0.2,0.1,-0.1,-0.090,-8.3,3.0,-5.3,0.0,,mccluma01
521,Mac McClung,27,IND,SG,3,0,34,12.9,.481,.556,.222,0.0,13.2,6.4,4.6,7.0,2.5,9.2,27.2,-0.1,0.1,0.0,-0.016,-5.6,6.1,0.5,0.0,,mccluma01
521,Mac McClung,27,CHI,SG,1,0,13,-3.2,.286,.286,.000,0.0,8.1,4.1,10.6,0.0,6.7,12.5,25.8,-0.1,0.0,-0.1,-0.281,-15.2,-5.3,-20.6,-0.1,,mccluma01
522,Charles Bassey,25,3TM,C,7,0,47,19.7,.529,.000,.538,23.0,23.2,23.1,5.6,2.1,8.3,11.1,16.3,0.1,0.1,0.1,.146,0.1,0.8,0.9,0.0,,bassech01
522,Charles Bassey,25,MEM,C,2,0,31,12.7,.376,.000,.375,24.2,28.2,26.2,8.4,1.5,3.0,9.7,13.8,0.0,0.0,0.0,.073,-3.0,-1.4,-4.4,0.0,,bassech01
522,Charles Bassey,25,PHI,C,1,0,5,21.3,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,18.8,0.0,8.4,0.0,0.0,0.0,.190,2.8,4.1,6.9,0.0,,bassech01
522,Charles Bassey,25,BOS,C,4,0,11,38.9,.694,.000,1.000,30.3,19.6,24.9,0.0,4.6,18.4,14.8,26.7,0.0,0.0,0.1,.329,7.6,5.6,13.2,0.0,,bassech01
523,Mo Bamba,27,2TM,C,4,0,44,13.0,.455,.000,.000,24.3,30.3,27.2,3.1,0.0,6.6,15.4,12.3,0.0,0.0,0.1,.057,-4.4,-3.7,-8.0,-0.1,,bambamo01
523,Mo Bamba,27,TOR,C,2,0,6,-2.8,.000,.000,.000,18.6,19.0,18.8,0.0,0.0,16.1,0.0,14.3,0.0,0.0,0.0,-0.160,-18.9,-2.5,-21.4,0.0,,bambamo01
523,Mo Bamba,27,UTA,C,2,0,38,15.5,.556,.000,.000,25.2,32.1,28.6,3.6,0.0,5.1,18.2,12.0,0.0,0.0,0.1,.092,-2.1,-3.8,-5.9,0.0,,bambamo01
524,Isaiah Stevens,25,SAC,PG,3,0,43,16.5,.571,.143,.571,5.0,2.7,3.9,29.4,5.6,0.0,18.6,10.6,0.1,0.0,0.1,.132,-1.2,3.3,2.0,0.0,,steveis01
525,Trey Alexander,22,NOP,SG,5,0,42,13.6,.778,.333,.000,0.0,10.4,5.1,16.4,1.1,2.3,10.0,10.0,0.1,0.0,0.1,.131,0.4,0.2,0.6,0.0,,alexatr01
526,Dario Šarić,31,SAC,C,5,0,41,0.7,.363,.500,.333,2.6,14.0,8.2,5.8,0.0,0.0,22.5,9.2,-0.1,0.0,-0.1,-0.082,-6.7,-2.3,-9.0,-0.1,,saricda01
527,Cormac Ryan,27,MIL,SG,4,0,40,11.5,.581,.733,.333,2.8,0.0,1.4,3.6,3.7,2.5,10.4,21.3,0.0,0.0,0.0,.044,-2.9,-1.0,-3.9,0.0,,ryanco01
528,Skal Labissière,29,WAS,PF,3,0,38,16.4,.650,.500,.000,8.3,17.1,12.7,11.2,2.5,2.3,9.1,12.1,0.1,0.0,0.1,.123,-0.2,0.4,0.2,0.0,,labissk01
529,Koby Brea,23,PHO,SG,8,0,37,17.8,.652,.813,.125,0.0,6.2,3.0,24.4,0.0,0.0,0.0,19.4,0.2,0.0,0.2,.234,4.7,-1.5,3.1,0.0,,breako01
530,Grant Nelson,23,BRK,PF,4,0,35,17.6,.634,.000,1.111,3.2,17.5,10.0,22.4,1.4,13.2,23.0,21.6,0.0,0.1,0.1,.101,-2.5,4.8,2.3,0.0,,nelsogr02
531,Tristan Enaruna,24,CLE,SF,6,0,34,9.8,.395,.313,.063,16.1,12.9,14.5,12.2,1.4,0.0,10.8,22.8,-0.1,0.0,0.0,-0.033,-4.6,-3.4,-8.0,-0.1,,enarutr01
532,Markelle Fultz,27,TOR,PG,4,0,34,-1.0,.200,.000,.000,0.0,3.4,1.7,28.6,2.9,0.0,28.6,17.6,-0.2,0.0,-0.1,-0.192,-11.8,-3.7,-15.5,-0.1,,fultzma01
533,Curtis Jones,24,DEN,SG,7,0,33,3.6,.321,.643,.000,3.6,13.0,8.5,15.8,1.5,0.0,6.7,19.8,-0.1,0.0,-0.1,-0.097,-8.8,-3.5,-12.3,-0.1,,jonescu01
534,Emanuel Miller,25,CHI,PF,5,0,33,15.1,.540,.462,.154,3.3,6.4,4.8,17.4,2.8,0.0,0.0,17.6,0.1,0.0,0.1,.112,1.6,0.9,2.5,0.0,,milleem01
535,Jahmyl Telfort,24,LAC,PF,8,0,32,-5.3,.087,1.000,1.000,0.0,10.6,5.5,3.7,1.6,0.0,14.8,9.4,-0.1,0.0,-0.1,-0.163,-12.1,-1.7,-13.9,-0.1,,telfoja01
536,Dillon Jones,24,NYK,SF,6,0,27,13.2,.451,.667,.667,8.2,16.6,12.3,17.4,3.7,0.0,0.0,12.3,0.1,0.0,0.1,.193,-3.5,3.4,-0.1,0.0,,jonesdi01
537,Hunter Sallis,22,PHI,SG,7,0,26,2.0,.595,.000,.400,0.0,4.3,2.1,20.7,0.0,3.6,46.0,17.7,-0.1,0.0,-0.1,-0.151,-7.7,-2.9,-10.6,-0.1,,sallihu01
538,Mark Sears,23,MIL,PG,7,0,26,15.3,.666,.615,.615,4.4,4.3,4.4,12.5,0.0,0.0,19.5,34.9,0.0,0.0,0.0,.013,2.3,-4.6,-2.3,0.0,,searsma01
539,Isaac Jones,25,2TM,PF,6,1,26,9.2,.509,.333,.333,8.3,12.7,10.7,4.8,0.0,3.8,0.0,11.1,0.0,0.0,0.0,.075,-5.0,-1.1,-6.1,0.0,,jonesis01
539,Isaac Jones,25,SAC,PF,3,1,17,5.7,.521,.500,1.000,12.7,0.0,6.6,7.3,0.0,0.0,0.0,7.2,0.0,0.0,0.0,.058,-6.3,-1.9,-8.2,0.0,,jonesis01
539,Isaac Jones,25,DET,PF,3,0,9,15.7,.500,.250,.000,0.0,36.7,18.6,0.0,0.0,11.0,0.0,18.4,0.0,0.0,0.0,.107,-2.4,0.3,-2.1,0.0,,jonesis01
540,Chris Mañon,24,LAL,SG,6,0,25,9.3,.347,1.000,1.000,4.8,22.8,14.1,4.6,5.8,7.4,25.8,6.8,0.0,0.1,0.0,.084,-6.4,5.8,-0.6,0.0,,manonch01
