Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
118,Sion James,23,CHO,SG,75,19,1695,8.2,.546,.628,.290,3.0,13.7,8.4,11.3,1.3,1.1,14.2,10.7,1.2,1.6,2.8,.079,-2.9,0.9,-2.0,0.0,,jamessi01
119,Jerami Grant,31,POR,PF,57,38,1695,15.4,.608,.479,.441,3.5,9.2,6.3,11.0,1.2,1.9,12.0,23.7,2.6,1.4,4.0,.113,1.0,-1.0,0.0,0.9,,grantje01
120,Michael Porter Jr.,27,BRK,SF,52,52,1689,19.9,.595,.506,.237,4.5,21.6,12.6,18.1,1.6,0.7,10.3,30.4,1.8,1.3,3.1,.088,4.3,-1.2,3.1,2.1,,portemi01
121,Kyle Filipowski,22,UTA,C,73,37,1684,16.1,.593,.350,.343,8.5,24.9,16.5,15.5,2.0,2.1,15.1,19.7,1.7,1.2,2.9,.084,-0.6,-0.4,-1.0,0.4,,filipky01
122,Cam Spencer,25,MEM,SG,70,18,1672,17.1,.646,.585,.234,2.5,9.3,5.9,32.4,1.4,0.6,13.0,17.2,4.5,0.7,5.3,.151,3.0,-0.7,2.2,1.8,,spencca01
123,Oso Ighodaro,23,PHO,PF,75,21,1666,13.7,.636,.003,.322,8.2,17.0,12.4,14.1,2.1,2.8,19.5,12.3,1.9,2.3,4.2,.122,-2.3,2.1,-0.1,0.8,,ighodos01
124,Nique Clifford,23,SAC,SG,69,22,1661,8.6,.492,.397,.152,4.0,13.1,8.4,12.5,1.8,1.2,14.9,16.5,-1.2,0.6,-0.6,-0.018,-4.0,-1.1,-5.0,-1.3,,cliffni01
125,Norman Powell,32,MIA,SG,55,52,1654,17.7,.611,.456,.352,1.2,11.2,6.2,13.0,1.8,0.8,9.7,27.1,2.3,1.8,4.1,.118,1.9,-0.1,1.8,1.6,AS,powelno01
126,Jamal Shead,23,TOR,PG,74,10,1644,10.6,.484,.526,.225,1.7,7.8,4.7,30.7,2.1,0.8,16.4,15.5,0.6,1.8,2.4,.069,-2.4,0.1,-2.3,-0.1,,sheadja01
127,Bobby Portis,30,MIL,PF,67,9,1619,17.2,.587,.395,.091,6.3,23.5,15.0,10.4,1.2,0.7,7.8,23.1,1.6,1.2,2.8,.083,1.5,-1.7,-0.1,0.8,,portibo01
128,Brice Sensabaugh,22,UTA,SF,70,18,1613,14.3,.585,.516,.230,3.6,10.8,7.2,11.8,1.5,0.6,11.0,24.6,0.9,0.1,1.0,.030,0.1,-3.0,-2.8,-0.3,,sensabr01
129,Tobias Harris,33,DET,PF,57,57,1610,14.6,.565,.342,.232,3.5,17.0,10.3,12.4,1.5,1.5,7.9,18.8,2.2,2.5,4.7,.139,0.4,0.7,1.1,1.3,,harrito02
130,Isaac Okoro,25,CHI,SG,59,58,1589,9.5,.568,.480,.244,4.5,6.4,5.5,7.4,1.2,1.5,8.3,13.7,1.2,0.6,1.9,.056,-3.1,-1.0,-4.1,-0.8,,okorois01
131,Peyton Watson,23,DEN,SF,53,40,1588,14.4,.594,.339,.328,3.6,14.4,9.2,9.8,1.5,3.6,12.2,20.6,1.0,1.6,2.6,.078,-0.7,-0.5,-1.2,0.3,,watsope01
132,Dennis Schröder,32,2TM,PG,64,16,1578,12.6,.520,.373,.323,1.9,10.5,6.2,27.3,1.6,0.6,14.5,21.0,0.6,0.6,1.2,.035,-1.0,-1.4,-2.4,-0.1,,schrode01
132,Dennis Schröder,32,SAC,PG,40,14,1056,13.7,.531,.393,.315,2.3,10.9,6.4,28.6,1.5,0.5,14.1,22.5,0.5,0.1,0.6,.028,0.0,-1.9,-1.9,0.0,,schrode01
132,Dennis Schröder,32,CLE,PG,24,2,522,10.6,.493,.319,.344,1.3,9.9,5.6,24.6,1.7,0.7,15.3,17.9,0.1,0.5,0.5,.050,-2.9,-0.3,-3.2,-0.2,,schrode01
133,Kel'el Ware,21,MIA,C,71,32,1576,19.8,.607,.350,.150,13.4,29.0,21.1,4.2,1.7,4.3,8.4,18.1,2.8,2.9,5.7,.173,1.8,0.2,2.0,1.6,,wareke01
134,Precious Achiuwa,26,SAC,C,67,51,1568,16.2,.565,.162,.218,10.6,20.9,15.6,8.0,1.9,2.7,8.7,16.9,1.7,1.1,2.8,.085,-0.5,-0.9,-1.4,0.2,,achiupr01
135,Tre Jones,26,CHI,PG,58,34,1568,18.2,.632,.216,.367,2.3,9.9,6.1,29.2,2.1,0.6,11.8,18.6,3.9,1.1,5.0,.153,0.9,0.3,1.2,1.3,,jonestr01
136,Sandro Mamukelashvili,26,TOR,C,72,13,1567,18.0,.632,.463,.246,7.0,18.4,12.6,12.2,1.8,2.4,8.7,18.9,3.1,2.3,5.4,.165,1.8,0.7,2.5,1.8,,mamuksa01
137,Jay Huff,27,IND,C,75,44,1562,15.1,.596,.620,.172,4.4,16.0,10.1,9.5,1.2,7.5,9.8,17.7,1.2,1.6,2.8,.088,-0.9,1.2,0.3,0.9,,huffja01
138,Herbert Jones,27,NOP,SF,53,53,1541,9.2,.490,.539,.130,3.2,9.6,6.4,12.9,2.7,1.7,12.2,15.1,-0.3,1.1,0.8,.025,-3.7,0.6,-3.1,-0.4,,joneshe01
139,Moses Moody,23,GSW,SG,60,49,1540,13.5,.600,.677,.203,3.6,10.9,7.2,9.2,1.8,2.0,8.6,18.2,1.7,1.5,3.2,.099,0.2,-0.3,-0.1,0.7,,moodymo01
140,Dominick Barlow,22,PHI,PF,64,57,1533,13.3,.599,.214,.327,8.5,13.2,10.8,7.2,1.8,2.8,10.9,13.1,2.0,1.5,3.5,.109,-1.4,0.2,-1.2,0.3,,barlodo01
141,Dillon Brooks,30,PHO,SF,50,50,1530,14.7,.547,.392,.216,2.7,10.8,6.6,9.5,1.7,0.5,8.5,28.9,0.7,1.4,2.1,.067,-0.7,-1.3,-2.0,0.0,,brookdi01
142,Isaiah Collier,21,UTA,PG,59,19,1517,14.9,.567,.194,.406,1.5,9.4,5.4,39.7,2.1,1.3,19.6,20.6,1.4,0.3,1.7,.054,-0.6,-1.8,-2.5,-0.2,,colliis01
143,Terance Mann,29,BRK,SG,62,50,1507,10.3,.561,.416,.220,5.1,10.5,7.6,18.7,1.3,0.9,14.8,13.5,1.2,0.6,1.9,.059,-2.7,-0.6,-3.3,-0.5,,mannte01
144,Cameron Johnson,29,DEN,SF,50,50,1506,12.1,.619,.544,.242,2.8,10.4,6.8,10.2,1.1,1.2,8.1,15.0,2.2,0.9,3.1,.099,-0.1,-1.0,-1.1,0.4,,johnsca02
145,Cedric Coward,22,MEM,SG,58,43,1503,14.9,.578,.423,.252,5.7,19.7,12.6,16.2,1.1,1.5,13.1,21.3,1.2,1.2,2.4,.076,0.1,-0.5,-0.4,0.6,,cowarce01
146,RJ Barrett,25,TOR,SF,50,50,1499,17.2,.587,.356,.335,3.5,16.5,9.9,17.1,1.3,1.0,9.4,25.5,1.9,1.7,3.6,.115,1.2,-0.6,0.6,1.0,,barrerj01
147,Jock Landale,30,2TM,C,67,27,1491,16.7,.593,.351,.228,13.1,14.9,14.0,11.1,1.1,2.2,9.0,18.4,2.7,1.2,3.9,.126,0.9,-1.0,-0.2,0.7,,landajo01
147,Jock Landale,30,MEM,C,45,25,1060,16.9,.594,.332,.229,14.2,15.6,14.9,10.5,1.1,1.9,9.7,18.6,1.9,0.7,2.6,.120,1.0,-1.2,-0.2,0.5,,landajo01
147,Jock Landale,30,ATL,C,22,2,431,16.1,.590,.400,.226,10.4,13.3,11.8,12.6,1.1,3.0,7.1,17.8,0.8,0.5,1.3,.140,0.4,-0.5,-0.1,0.2,,landajo01
148,Luke Kennard,29,2TM,SG,71,1,1490,13.4,.712,.592,.140,2.2,9.5,5.8,12.2,1.5,0.5,11.3,13.1,2.9,1.1,4.0,.130,0.2,0.0,0.2,0.9,,kennalu01
148,Luke Kennard,29,ATL,SG,46,0,944,13.6,.713,.621,.146,2.2,9.3,5.7,13.3,1.7,0.5,11.1,12.7,1.8,0.8,2.7,.136,0.2,0.3,0.5,0.6,,kennalu01
148,Luke Kennard,29,LAL,SG,25,1,546,13.1,.711,.545,.131,2.2,9.8,6.1,10.3,1.2,0.5,11.5,13.8,1.0,0.3,1.3,.119,0.3,-0.5,-0.2,0.2,,kennalu01
149,Jordan Goodwin,27,PHO,PG,65,7,1468,14.6,.515,.540,.097,9.4,15.1,12.1,14.0,3.4,0.8,10.3,17.7,1.3,2.2,3.5,.114,0.1,1.4,1.5,1.3,,goodwjo01
150,Bennedict Mathurin,23,2TM,SF,47,25,1455,15.2,.583,.359,.499,3.7,16.7,10.2,11.3,1.2,0.8,12.1,25.6,1.1,0.9,2.0,.067,-0.8,-1.6,-2.4,-0.2,,mathube01
150,Bennedict Mathurin,23,IND,SF,28,24,891,12.8,.589,.436,.408,2.6,16.2,9.2,10.5,0.9,0.4,13.2,23.2,0.3,0.4,0.7,.037,-1.1,-1.8,-2.9,-0.2,,mathube01
150,Bennedict Mathurin,23,LAC,SF,19,1,564,19.0,.576,.255,.624,5.3,17.5,11.6,12.6,1.7,1.3,10.7,29.5,0.8,0.5,1.3,.115,-0.4,-1.2,-1.6,0.1,,mathube01
151,Jaren Jackson Jr.,26,2TM,C,48,48,1454,15.8,.576,.327,.282,3.1,17.3,10.1,10.4,1.7,4.4,11.7,26.2,0.2,1.5,1.6,.054,-1.0,0.5,-0.6,0.5,,jacksja02
151,Jaren Jackson Jr.,26,MEM,C,45,45,1382,15.4,.574,.328,.279,3.2,17.3,10.1,9.8,1.6,4.6,11.7,25.6,0.1,1.4,1.5,.053,-1.2,0.4,-0.8,0.4,,jacksja02
151,Jaren Jackson Jr.,26,UTA,C,3,3,72,23.4,.598,.306,.327,1.5,18.5,9.8,20.7,3.9,1.4,11.1,36.2,0.1,0.1,0.1,.083,2.4,2.1,4.5,0.1,,jacksja02
152,Ivica Zubac,28,2TM,C,48,47,1446,18.7,.622,.000,.295,13.4,27.2,20.5,11.3,0.6,2.6,13.6,19.3,2.7,1.6,4.2,.140,0.7,-1.0,-0.3,0.6,,zubaciv01
152,Ivica Zubac,28,LAC,C,43,42,1328,18.9,.635,.000,.308,13.4,27.7,20.8,11.3,0.6,2.6,14.4,19.0,2.6,1.5,4.1,.147,0.9,-0.8,0.1,0.7,,zubaciv01
152,Ivica Zubac,28,IND,C,5,5,118,16.4,.505,.000,.189,12.6,20.9,16.6,12.1,0.8,2.9,6.5,22.1,0.1,0.1,0.2,.064,-1.8,-2.9,-4.8,-0.1,,zubaciv01
153,Lauri Markkanen,28,UTA,PF,42,42,1443,21.3,.608,.402,.333,6.2,15.7,10.9,10.2,1.4,1.4,6.4,28.2,3.3,0.3,3.6,.120,4.7,-2.1,2.6,1.6,,markkla01
154,Brook Lopez,37,LAC,C,68,33,1442,12.2,.554,.599,.137,2.8,15.2,9.2,8.4,1.6,5.2,9.9,16.9,0.5,1.6,2.1,.069,-1.4,0.6,-0.8,0.5,,lopezbr01
155,Isaiah Joe,26,OKC,SG,67,9,1439,14.7,.637,.783,.229,2.5,10.3,6.6,8.7,1.6,0.8,6.9,18.2,2.7,2.3,5.0,.166,1.3,0.5,1.8,1.4,,joeis01
156,Shaedon Sharpe,22,POR,SG,48,42,1439,15.4,.550,.351,.229,3.5,12.5,7.9,15.1,2.2,0.4,13.4,30.3,-0.3,1.5,1.3,.042,-0.3,-1.0,-1.3,0.3,,sharpsh01
157,Zaccharie Risacher,20,ATL,SF,62,45,1427,11.9,.561,.484,.168,4.9,13.3,9.0,6.7,1.8,2.2,8.9,17.7,0.5,1.7,2.2,.073,-2.1,-0.3,-2.4,-0.2,,risacza01
158,Jarrett Allen,27,CLE,C,52,52,1423,22.1,.672,.020,.470,10.4,23.6,17.0,10.1,1.7,3.0,10.4,19.5,4.0,2.1,6.1,.206,2.2,0.5,2.7,1.7,,allenja01
159,Ron Holland,20,DET,SF,71,5,1420,11.8,.524,.360,.289,6.3,16.7,11.5,8.5,2.9,1.6,14.2,18.9,-0.2,2.7,2.5,.086,-3.4,1.4,-2.0,0.0,,hollaro01
160,Klay Thompson,35,DAL,SF,65,8,1420,11.3,.542,.724,.066,1.3,9.0,5.2,9.3,1.1,1.1,8.0,22.5,-0.3,0.9,0.5,.019,0.0,-1.5,-1.5,0.2,,thompkl01
161,Spencer Jones,24,DEN,SF,64,37,1417,9.3,.619,.550,.195,6.2,10.2,8.3,4.5,1.8,1.9,9.8,9.7,1.5,1.2,2.6,.089,-2.5,0.0,-2.5,-0.2,,jonessp01
162,Kevin Huerter,27,2TM,SG,63,13,1412,13.1,.549,.540,.119,2.5,14.2,8.4,15.6,1.8,2.0,9.7,18.8,0.7,1.4,2.2,.073,-1.2,0.4,-0.8,0.4,,huertke01
162,Kevin Huerter,27,CHI,SF,44,11,1037,13.2,.559,.552,.139,2.4,14.8,8.7,16.0,1.6,2.2,10.3,19.3,0.5,0.8,1.3,.061,-1.1,0.1,-1.0,0.3,,huertke01
162,Kevin Huerter,27,DET,SG,19,2,375,12.8,.521,.507,.063,2.7,12.6,7.7,14.7,2.4,1.6,8.2,17.6,0.2,0.6,0.8,.107,-1.6,1.3,-0.2,0.2,,huertke01
163,Cody Williams,21,UTA,SG,61,35,1411,9.6,.533,.262,.224,4.2,9.1,6.6,10.0,1.5,1.8,11.6,15.4,0.1,0.1,0.2,.007,-3.5,-1.9,-5.4,-1.2,,willico04
164,Collin Sexton,27,2TM,SG,61,16,1409,17.6,.623,.389,.366,2.2,7.4,4.9,22.7,2.1,0.6,14.4,25.8,2.5,1.2,3.7,.126,1.4,-0.5,0.9,1.0,,sextoco01
164,Collin Sexton,27,CHO,SG,42,12,938,17.7,.619,.350,.372,2.2,7.3,4.8,26.5,1.9,0.7,15.6,25.7,1.9,0.9,2.7,.139,1.6,-0.5,1.1,0.7,,sextoco01
164,Collin Sexton,27,CHI,SG,19,4,471,17.5,.632,.462,.354,2.3,7.6,5.0,15.1,2.4,0.4,12.0,26.0,0.7,0.3,1.0,.099,1.1,-0.6,0.5,0.3,,sextoco01
165,Will Riley,19,WAS,SF,67,14,1398,12.0,.553,.402,.300,3.9,9.8,6.8,12.3,1.5,0.4,11.9,19.6,0.5,0.0,0.5,.018,-1.8,-2.5,-4.3,-0.8,,rileywi01
166,Sidy Cissoko,21,POR,SF,69,26,1396,7.3,.518,.592,.264,4.6,8.1,6.3,10.2,1.7,1.6,15.9,12.6,0.1,1.3,1.3,.045,-4.5,0.5,-4.0,-0.7,,cissosi01
167,Tre Johnson,19,WAS,SG,58,40,1393,10.9,.540,.499,.140,2.1,10.5,6.3,12.1,1.1,1.1,11.7,22.5,-0.5,0.0,-0.5,-0.016,-1.9,-2.7,-4.6,-0.9,,johnstr03
168,Ajay Mitchell,23,OKC,SG,53,15,1392,17.0,.589,.293,.283,2.9,10.9,7.1,20.1,2.4,1.3,11.2,22.0,2.1,2.5,4.6,.159,0.4,1.6,2.0,1.4,,mitchaj01
169,Kyshawn George,22,WAS,SF,48,48,1391,13.9,.559,.451,.227,3.3,15.7,9.4,22.6,1.6,2.7,16.5,22.9,0.2,0.6,0.7,.026,-0.6,-0.6,-1.2,0.3,,georgky01
170,Kelly Oubre Jr.,30,PHI,SF,43,36,1388,12.9,.577,.444,.294,3.6,13.5,8.5,7.6,1.9,1.5,10.2,18.2,1.0,1.3,2.3,.078,-1.1,-0.5,-1.6,0.1,,oubreke01
171,Brandon Williams,26,DAL,PG,63,15,1387,16.7,.569,.255,.479,2.3,11.8,7.1,26.4,1.9,1.2,14.3,25.0,1.1,1.3,2.4,.083,0.1,0.3,0.4,0.9,,willibr03
172,Vít Krejčí,25,2TM,PG,64,8,1387,11.2,.611,.768,.120,2.4,9.3,5.8,9.7,1.6,1.2,8.4,14.6,1.5,1.3,2.8,.098,-1.5,-0.1,-1.6,0.2,,krejcvi01
172,Vít Krejčí,25,ATL,PG,46,8,1028,11.3,.639,.776,.117,2.0,8.3,5.1,8.7,1.7,1.2,8.5,14.4,1.2,1.0,2.2,.101,-1.3,-0.1,-1.3,0.2,,krejcvi01
172,Vít Krejčí,25,POR,PG,18,0,359,10.7,.538,.746,.127,3.6,11.9,7.7,12.5,1.3,1.2,8.1,15.3,0.3,0.3,0.7,.088,-2.0,-0.2,-2.2,0.0,,krejcvi01
173,Dylan Harper,19,SAS,SG,62,2,1385,16.1,.568,.280,.189,3.7,12.5,8.2,24.9,1.7,1.4,12.0,21.8,1.8,2.0,3.7,.129,0.2,1.1,1.3,1.2,,harpedy01
174,Bilal Coulibaly,21,WAS,SG,52,52,1377,12.9,.524,.394,.325,3.3,14.7,8.9,13.9,2.4,3.1,12.0,19.4,0.0,0.8,0.8,.028,-2.2,-0.2,-2.4,-0.2,,coulibi01
175,Anfernee Simons,26,2TM,SG,55,5,1372,14.5,.576,.585,.119,2.5,8.1,5.4,14.8,1.0,0.6,9.1,23.6,1.8,1.1,2.9,.101,1.2,-1.4,-0.2,0.6,,simonan01
175,Anfernee Simons,26,BOS,SG,49,0,1202,15.1,.579,.579,.127,2.4,8.2,5.4,14.6,1.1,0.5,8.4,23.6,1.9,1.1,2.9,.117,1.5,-1.1,0.5,0.8,,simonan01
175,Anfernee Simons,26,CHI,SG,6,5,170,10.2,.554,.625,.063,3.2,7.4,5.3,15.8,0.0,1.0,13.7,23.4,-0.1,0.0,-0.1,-0.015,-1.2,-3.8,-5.0,-0.1,,simonan01
176,Jrue Holiday,35,POR,PG,47,45,1357,16.6,.576,.498,.150,4.9,11.8,8.3,32.9,1.8,0.3,16.6,23.2,1.9,1.2,3.1,.110,2.5,-0.6,1.9,1.3,,holidjr01
177,Grayson Allen,30,PHO,SG,46,26,1356,16.8,.572,.683,.238,2.5,9.1,5.6,20.9,2.3,0.8,9.6,24.1,2.4,1.4,3.8,.135,2.4,0.1,2.5,1.5,,allengr01
178,Tari Eason,24,HOU,PF,52,32,1348,12.7,.509,.445,.111,9.1,18.0,13.6,8.2,2.3,1.8,12.2,18.8,0.3,2.0,2.4,.084,-1.8,0.2,-1.7,0.1,,easonta01
179,Ben Sheppard,24,IND,SG,63,19,1344,9.7,.562,.607,.133,3.4,12.2,7.7,11.0,1.3,0.3,9.1,13.6,0.8,0.6,1.4,.048,-2.4,-0.6,-3.0,-0.4,,sheppbe01
180,Ryan Kalkbrenner,24,CHO,C,62,30,1338,18.0,.757,.019,.401,13.0,15.8,14.4,5.1,1.1,6.2,15.5,11.8,3.2,1.8,5.0,.181,0.5,1.2,1.7,1.3,,kalkbry01
181,Javonte Green,32,DET,SG,75,6,1337,13.8,.601,.594,.297,4.8,12.3,8.6,5.1,3.4,1.6,9.0,14.8,1.7,2.5,4.2,.151,-0.5,2.3,1.8,1.3,,greenja02
182,Aaron Nesmith,26,IND,SF,45,42,1335,10.9,.554,.541,.217,3.8,11.7,7.6,9.4,0.9,1.5,10.1,19.9,0.2,0.5,0.7,.025,-1.7,-1.7,-3.5,-0.5,,nesmiaa01
183,Keon Ellis,26,2TM,SG,66,9,1335,10.8,.580,.662,.184,2.8,7.1,4.9,6.0,2.9,3.1,9.5,13.0,0.8,1.1,1.9,.068,-1.8,1.5,-0.3,0.6,,elliske01
183,Keon Ellis,26,SAC,SG,43,5,758,9.1,.536,.689,.153,2.1,6.1,4.0,4.6,2.9,2.7,8.6,13.7,0.0,0.4,0.4,.023,-2.8,0.8,-2.0,0.0,,elliske01
183,Keon Ellis,26,CLE,SG,23,4,577,12.9,.647,.619,.231,3.6,8.4,6.0,7.8,2.7,3.8,10.9,12.1,0.8,0.7,1.5,.127,-0.4,2.3,1.9,0.6,,elliske01
184,Gary Trent Jr.,27,MIL,SG,62,19,1328,8.3,.542,.723,.109,0.7,4.7,2.7,8.1,1.2,0.2,7.5,16.9,0.0,0.1,0.1,.004,-2.9,-2.2,-5.1,-1.1,,trentga02
185,Jalen Suggs,24,ORL,PG,49,48,1328,15.9,.560,.543,.196,2.6,13.2,7.8,29.0,3.2,2.5,17.5,23.2,0.3,2.0,2.2,.080,0.7,1.8,2.4,1.5,,suggsja01
186,Luke Kornet,30,SAS,C,63,23,1325,17.9,.687,.000,.425,14.4,17.0,15.7,10.9,1.0,4.3,8.2,10.5,4.2,2.1,6.4,.231,1.5,1.9,3.4,1.8,,kornelu01
187,Mark Williams,24,PHO,C,56,52,1322,21.7,.670,.002,.396,14.1,24.2,19.0,6.5,1.9,3.6,10.9,17.4,3.7,2.2,5.9,.213,1.4,0.4,1.8,1.3,,willima07
188,Khris Middleton,34,2TM,SF,56,45,1319,11.5,.537,.335,.253,4.0,13.4,8.7,17.7,1.5,0.6,15.2,20.8,-0.1,0.5,0.4,.016,-2.6,-1.4,-3.9,-0.6,,middlkh01
188,Khris Middleton,34,WAS,SF,34,34,827,11.5,.531,.330,.230,3.8,13.6,8.7,19.0,1.5,1.0,14.7,19.6,0.1,0.2,0.2,.012,-2.6,-1.4,-4.0,-0.4,,middlkh01
188,Khris Middleton,34,DAL,SF,22,11,492,11.5,.547,.342,.286,4.2,13.0,8.6,15.5,1.4,0.0,15.8,22.7,-0.1,0.4,0.2,.023,-2.5,-1.3,-3.8,-0.2,,middlkh01
189,Aaron Wiggins,27,OKC,SG,59,19,1318,12.0,.542,.501,.140,3.3,12.0,7.9,10.5,2.0,1.9,12.5,20.0,-0.3,2.4,2.1,.075,-1.4,0.7,-0.7,0.4,,wiggiaa01
190,Walter Clayton,22,2TM,PG,65,4,1315,9.9,.511,.530,.265,1.7,9.3,5.4,26.1,1.6,1.4,18.5,18.2,-0.2,0.3,0.1,.004,-2.6,-1.8,-4.4,-0.8,,claytwa01
190,Walter Clayton,22,UTA,PG,45,0,811,10.5,.540,.559,.242,2.0,10.0,5.9,23.7,1.4,1.4,16.8,17.3,0.3,0.0,0.3,.020,-1.8,-1.4,-3.2,-0.2,,claytwa01
190,Walter Clayton,22,MEM,PG,20,4,504,8.8,.468,.485,.299,1.3,8.3,4.7,29.9,1.9,1.3,20.9,19.7,-0.5,0.3,-0.2,-0.021,-3.9,-2.4,-6.4,-0.6,,claytwa01
191,Egor Dёmin,19,BRK,PG,52,45,1308,11.4,.561,.717,.145,1.8,13.5,7.3,20.6,1.6,1.2,15.3,18.8,0.2,0.8,1.0,.035,-0.8,-0.7,-1.5,0.1,,demineg01
192,Will Richard,23,GSW,SG,64,20,1306,11.5,.610,.607,.161,5.4,8.5,6.9,9.3,2.9,0.6,12.8,13.4,1.2,1.4,2.6,.096,-2.3,0.9,-1.4,0.2,,richawi02
193,Alex Sarr,20,WAS,C,48,48,1305,19.5,.544,.229,.223,8.5,20.7,14.5,16.0,1.4,6.4,10.2,25.7,0.7,1.0,1.7,.063,0.9,-0.1,0.7,0.9,,sarral01
194,Malik Monk,27,SAC,SG,58,3,1300,14.0,.561,.493,.170,1.3,8.6,4.8,20.8,1.3,1.5,11.2,24.0,0.7,0.1,0.9,.032,0.6,-2.2,-1.6,0.1,,monkma01
195,Sam Merrill,29,CLE,SG,49,37,1294,13.7,.649,.773,.142,2.3,8.6,5.5,12.1,1.0,0.5,7.6,17.1,2.7,0.8,3.5,.130,1.3,-1.0,0.2,0.7,,merrisa01
196,Gui Santos,23,GSW,PF,64,27,1289,14.3,.617,.494,.260,5.9,15.6,10.7,16.5,2.1,1.6,17.0,18.3,1.2,1.5,2.6,.099,-0.7,0.4,-0.3,0.6,,santogu01
197,Patrick Williams,24,CHI,PF,65,4,1282,8.0,.495,.565,.152,4.0,11.2,7.6,8.7,1.5,1.5,12.5,16.5,-0.9,0.8,-0.1,-0.005,-3.3,-1.2,-4.5,-0.8,,willipa01
198,Dean Wade,29,CLE,PF,57,36,1279,10.8,.571,.703,.139,4.4,16.2,10.3,8.3,1.6,1.6,5.2,10.1,1.6,1.4,3.0,.111,-0.9,1.0,0.1,0.7,,wadede01
199,Ryan Dunn,23,PHO,SF,65,14,1274,11.8,.531,.467,.122,8.2,16.3,12.1,10.1,2.3,2.0,12.5,13.8,0.7,1.7,2.5,.093,-2.0,1.1,-0.9,0.4,,dunnry01
200,Isaiah Stewart,24,DET,C,55,13,1273,15.1,.626,.303,.324,8.2,16.3,12.3,7.1,0.6,7.0,12.5,16.4,1.9,2.1,3.9,.149,-1.1,1.1,0.1,0.7,,stewais01
201,Baylor Scheierman,25,BOS,SG,70,19,1269,11.0,.600,.730,.078,4.6,16.3,10.6,10.1,1.5,0.4,12.1,11.3,1.6,1.6,3.2,.120,-1.2,1.3,0.2,0.7,,scheiba01
202,Christian Braun,24,DEN,SG,40,40,1263,12.2,.601,.359,.275,5.2,11.3,8.4,11.6,1.0,0.8,9.8,14.8,1.8,0.7,2.5,.096,-0.6,-0.9,-1.5,0.2,,braunch01
203,Jose Alvarado,27,2TM,PG,64,1,1262,11.5,.536,.655,.094,2.0,11.5,6.7,22.9,2.3,0.5,14.4,16.5,0.8,1.0,1.8,.068,-1.7,0.1,-1.6,0.1,,alvarjo01
203,Jose Alvarado,27,NOP,PG,41,0,896,11.2,.558,.689,.086,1.9,11.9,6.9,19.3,2.0,0.4,13.9,15.8,0.6,0.5,1.0,.056,-1.5,-0.5,-2.1,0.0,,alvarjo01
203,Jose Alvarado,27,NYK,PG,23,1,366,12.4,.488,.579,.111,2.1,10.4,6.2,31.5,3.0,0.6,15.4,18.2,0.2,0.5,0.7,.098,-2.1,1.6,-0.5,0.1,,alvarjo01
204,Kevin Porter Jr.,25,MIL,PG,38,36,1261,18.8,.567,.278,.304,3.1,14.6,8.9,33.8,3.2,1.5,15.9,24.3,1.5,1.3,2.8,.105,0.8,1.2,2.0,1.3,,porteke02
205,Daniss Jenkins,24,DET,PG,65,15,1260,13.0,.520,.351,.252,3.9,8.4,6.1,25.0,2.3,0.9,15.2,21.4,0.5,1.8,2.3,.087,-1.2,0.2,-1.0,0.3,,jenkida01
206,Justin Champagnie,24,WAS,SF,64,18,1257,17.3,.598,.352,.230,10.9,18.5,14.7,8.6,2.0,2.7,8.3,16.4,2.3,0.8,3.0,.116,0.7,-0.9,-0.1,0.6,,champju01
207,Nicolas Batum,37,LAC,PF,69,6,1251,8.3,.596,.957,.048,2.1,14.2,8.4,6.4,1.9,1.7,13.2,9.6,0.5,1.2,1.7,.064,-1.7,0.6,-1.1,0.3,,batumni01
208,Ja'Kobe Walter,21,TOR,SG,64,14,1250,11.7,.607,.653,.223,4.4,9.7,7.0,7.4,2.3,0.9,7.9,14.3,1.5,1.5,3.0,.117,-1.5,0.9,-0.7,0.4,,walteja01
209,Ziaire Williams,24,BRK,SF,54,12,1236,12.7,.588,.596,.324,2.7,10.0,6.2,7.3,3.0,1.5,10.8,18.6,0.7,1.1,1.7,.068,-1.9,0.5,-1.4,0.2,,willizi02
210,Kobe Sanders,23,LAC,SG,61,16,1234,9.2,.586,.501,.155,2.6,10.6,6.7,11.4,1.7,0.6,17.3,15.8,0.1,0.8,1.0,.038,-3.0,-0.5,-3.5,-0.5,,sandeko01
211,Josh Okogie,27,HOU,SG,70,29,1229,9.9,.551,.554,.227,6.4,9.6,8.0,6.1,2.4,1.0,11.1,11.4,1.0,1.4,2.4,.094,-2.5,1.2,-1.3,0.2,,okogijo01
212,Zach LaVine,30,SAC,SG,39,37,1224,14.7,.614,.464,.260,0.7,9.4,4.9,11.2,1.1,0.7,10.8,23.8,1.2,0.0,1.2,.049,0.6,-2.2,-1.6,0.1,,lavinza01
213,Jaylin Williams,23,OKC,PF,61,11,1223,13.8,.596,.729,.256,3.0,26.2,15.1,15.9,1.2,3.4,15.0,15.8,1.1,2.7,3.9,.153,-0.1,2.7,2.6,1.4,,willija07
