Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
495,Lindy Waters III,28,SAS,SG,39,0,7.2,0.8,2.2,.372,0.7,2.0,.338,0.2,0.2,.667,.523,0.1,0.1,.667,0.1,0.6,0.7,0.5,0.1,0.0,0.2,0.6,2.4,,waterli01
496,Chris Boucher,33,BOS,PF,9,0,10.4,0.9,2.8,.320,0.2,1.7,.133,0.7,1.1,.600,.360,0.3,0.4,.750,0.2,1.8,2.0,0.3,0.6,0.8,0.1,1.9,2.3,,bouchch01
497,Jeff Green,39,HOU,PF,27,0,5.3,0.9,2.0,.418,0.4,1.4,.324,0.4,0.7,.611,.527,0.1,0.1,1.000,0.2,0.5,0.7,0.2,0.0,0.0,0.0,0.3,2.3,,greenje02
498,Yang Hansen,20,POR,C,41,1,7.2,0.8,2.4,.310,0.1,1.0,.119,0.6,1.4,.448,.335,0.7,0.8,.824,0.5,1.1,1.6,0.5,0.1,0.2,0.8,1.0,2.3,,yangha01
499,Bronny James,21,LAL,SG,35,1,7.6,0.9,2.3,.380,0.4,1.0,.361,0.5,1.2,.395,.462,0.2,0.2,.857,0.1,0.4,0.5,1.1,0.4,0.1,0.5,0.6,2.3,,jamesbr02
500,Luke Travers,24,CLE,SG,12,0,8.6,0.8,3.0,.250,0.1,1.3,.063,0.7,1.7,.400,.264,0.8,0.8,1.000,0.8,1.3,2.0,0.8,0.6,0.3,0.3,0.5,2.3,,travelu01
501,Chris Youngblood,23,2TM,SG,33,0,5.5,0.7,1.9,.349,0.5,1.6,.333,0.1,0.3,.444,.492,0.3,0.3,.900,0.2,0.6,0.8,0.4,0.1,0.1,0.1,0.6,2.2,,youngch01
501,Chris Youngblood,23,OKC,SG,32,0,5.4,0.6,1.9,.333,0.5,1.6,.314,0.1,0.3,.444,.467,0.3,0.3,.900,0.2,0.7,0.9,0.3,0.1,0.1,0.1,0.6,2.0,,youngch01
501,Chris Youngblood,23,POR,SG,1,0,9.0,2.0,3.0,.667,2.0,3.0,.667,0.0,0.0,,1.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,,youngch01
502,JD Davison,23,HOU,PG,25,0,7.4,0.8,2.2,.389,0.3,1.1,.286,0.5,1.0,.500,.463,0.2,0.4,.556,0.1,0.8,0.9,1.1,0.2,0.2,0.3,0.6,2.2,,davisjd01
503,Tristan Enaruna,24,CLE,SF,6,0,5.7,1.0,2.7,.375,0.2,0.8,.200,0.8,1.8,.455,.406,0.0,0.2,.000,0.8,0.7,1.5,0.5,0.2,0.0,0.3,0.2,2.2,,enarutr01
504,Hunter Tyson,25,DEN,PF,21,2,7.7,0.7,2.5,.269,0.3,1.6,.212,0.3,0.9,.368,.337,0.5,0.6,.846,0.2,1.5,1.7,0.8,0.1,0.0,0.2,0.6,2.2,,tysonhu01
505,Maxi Kleber,34,LAL,PF,37,1,10.7,0.8,1.7,.468,0.2,0.6,.273,0.6,1.1,.575,.516,0.4,0.6,.583,0.8,1.2,1.9,0.6,0.4,0.3,0.4,1.4,2.1,,klebima01
506,TyTy Washington Jr.,24,LAC,PG,10,0,6.6,0.9,1.8,.500,0.3,0.8,.375,0.6,1.0,.600,.583,0.0,0.0,,0.1,0.2,0.3,1.4,0.4,0.2,0.3,0.4,2.1,,washity02
507,Omer Yurtseven,27,GSW,C,8,0,9.4,0.6,2.1,.294,0.0,0.4,.000,0.6,1.8,.357,.294,0.9,1.5,.583,1.5,1.3,2.8,0.5,0.3,0.0,1.0,1.3,2.1,,yurtsom01
508,Dalano Banton,26,2TM,PG,5,0,5.0,0.8,1.8,.444,0.0,0.0,,0.8,1.8,.444,.444,0.4,0.4,1.000,0.2,0.0,0.2,0.8,0.2,0.2,0.4,0.2,2.0,,bantoda01
508,Dalano Banton,26,LAC,PG,2,0,5.0,1.5,2.0,.750,0.0,0.0,,1.5,2.0,.750,.750,0.0,0.0,,0.5,0.0,0.5,1.0,0.5,0.0,0.5,0.0,3.0,,bantoda01
508,Dalano Banton,26,BOS,PG,3,0,5.0,0.3,1.7,.200,0.0,0.0,,0.3,1.7,.200,.200,0.7,0.7,1.000,0.0,0.0,0.0,0.7,0.0,0.3,0.3,0.3,1.3,,bantoda01
509,Colin Castleton,25,ORL,C,1,0,10.0,1.0,3.0,.333,0.0,0.0,,1.0,3.0,.333,.333,0.0,0.0,,0.0,4.0,4.0,1.0,0.0,0.0,2.0,1.0,2.0,,castlco01
510,Hunter Dickinson,25,NOP,C,1,0,5.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,,dickihu01
511,Trentyn Flowers,20,CHI,SF,2,0,3.0,1.0,1.5,.667,0.0,0.5,.000,1.0,1.0,1.000,.667,0.0,0.0,,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.5,2.0,,flowetr01
512,Keshon Gilbert,22,WAS,PG,3,0,16.0,0.3,1.3,.250,0.0,0.7,.000,0.3,0.7,.500,.250,1.3,1.3,1.000,0.7,1.0,1.7,1.0,0.7,1.3,2.0,1.0,2.0,,gilbeke01
513,Andre Jackson Jr.,24,MIL,SG,41,1,7.4,0.7,2.1,.329,0.3,1.1,.255,0.4,0.9,.421,.400,0.3,0.4,.778,0.5,0.8,1.3,0.8,0.4,0.0,0.6,0.9,2.0,,jacksan01
514,Colby Jones,23,DET,SG,1,0,7.0,1.0,3.0,.333,0.0,2.0,.000,1.0,1.0,1.000,.333,0.0,0.0,,0.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,2.0,,jonesco02
515,Johnny Juzang,24,MIN,SG,21,0,4.2,0.8,1.8,.421,0.3,1.1,.250,0.5,0.7,.714,.500,0.2,0.4,.625,0.2,0.6,0.8,0.3,0.1,0.0,0.2,0.1,2.0,,juzanjo01
516,Jordan McLaughlin,29,SAS,PG,40,0,6.6,0.8,1.8,.411,0.4,1.0,.410,0.4,0.9,.412,.521,0.1,0.1,.800,0.1,0.6,0.7,0.9,0.5,0.1,0.4,0.3,2.0,,mclaujo01
517,Wendell Moore Jr.,24,DET,SG,5,0,10.8,0.8,1.4,.571,0.0,0.2,.000,0.8,1.2,.667,.571,0.4,0.4,1.000,0.2,1.0,1.2,0.6,0.4,0.4,0.2,0.2,2.0,,moorewe01
518,Alex Morales,28,ORL,PG,1,0,12.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,1.0,2.0,3.0,4.0,0.0,0.0,2.0,4.0,2.0,,moralal01
519,Zyon Pullin,24,MIN,SG,2,0,3.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,1.0,1.0,1.000,0.0,0.0,0.0,1.5,0.5,0.0,1.0,1.0,2.0,,pullizy01
520,Payton Sandfort,23,OKC,SF,2,0,3.5,0.5,2.5,.200,0.5,2.0,.250,0.0,0.5,.000,.300,0.5,1.0,.500,0.0,1.0,1.0,0.0,0.0,0.0,0.5,2.5,2.0,,sandfpa01
521,Caleb Houstan,23,ATL,SF,16,0,4.3,0.6,1.4,.455,0.5,1.1,.444,0.1,0.3,.500,.636,0.2,0.2,1.000,0.3,0.2,0.4,0.2,0.1,0.1,0.3,0.6,1.9,,houstca01
522,Ariel Hukporti,23,NYK,C,49,4,8.9,0.7,1.2,.550,0.0,0.1,.250,0.7,1.1,.571,.558,0.4,0.6,.750,0.9,1.8,2.8,0.5,0.2,0.5,0.6,1.2,1.8,,hukpoar01
523,Harrison Ingram,23,SAS,SF,5,0,3.4,0.8,1.0,.800,0.2,0.2,1.000,0.6,0.8,.750,.900,0.0,0.0,,0.6,0.0,0.6,0.2,0.0,0.0,0.0,0.4,1.8,,ingraha01
524,Bobi Klintman,22,DET,SF,12,0,5.9,0.8,2.3,.333,0.3,1.1,.308,0.4,1.2,.357,.407,0.0,0.3,.000,0.4,1.2,1.6,0.5,0.3,0.0,0.5,0.9,1.8,,klintbo01
525,Isaiah Livers,27,PHO,PF,36,0,9.6,0.6,1.8,.344,0.3,1.1,.300,0.3,0.7,.417,.438,0.3,0.3,.750,0.5,1.2,1.7,0.6,0.4,0.2,0.3,0.8,1.8,,liveris01
526,Cody Martin,30,IND,SF,4,0,13.8,0.5,2.5,.200,0.0,1.3,.000,0.5,1.3,.400,.200,0.8,1.5,.500,0.3,3.3,3.5,0.5,1.0,0.5,1.0,1.3,1.8,,martico01
527,Kevin McCullar Jr.,24,NYK,SF,20,0,6.5,0.7,1.8,.389,0.3,0.9,.333,0.4,0.9,.444,.472,0.1,0.3,.400,0.5,0.8,1.3,1.0,0.4,0.0,0.6,0.9,1.8,,mcculke01
528,Orlando Robinson,25,ORL,C,4,1,6.3,0.8,1.3,.600,0.3,0.5,.500,0.5,0.8,.667,.700,0.0,0.0,,0.5,0.5,1.0,0.8,0.3,0.0,0.0,0.8,1.8,,robinor01
529,Jahmir Young,25,MIA,PG,11,0,4.6,0.7,2.0,.364,0.2,0.7,.250,0.5,1.3,.429,.409,0.2,0.2,1.000,0.2,0.2,0.4,0.5,0.1,0.0,0.3,0.5,1.8,,youngja05
530,Mason Plumlee,35,2TM,C,18,2,8.3,0.6,0.7,.769,0.0,0.0,,0.6,0.7,.769,.769,0.5,0.8,.643,0.9,1.9,2.8,1.1,0.5,0.0,0.6,0.9,1.6,,plumlma01
530,Mason Plumlee,35,CHO,C,14,2,8.9,0.6,0.9,.750,0.0,0.0,,0.6,0.9,.750,.750,0.6,0.9,.667,0.7,2.1,2.9,1.1,0.4,0.0,0.6,0.7,1.9,,plumlma01
530,Mason Plumlee,35,SAS,C,4,0,6.3,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.3,0.5,.500,1.5,1.0,2.5,0.8,0.8,0.0,0.5,1.5,0.8,,plumlma01
531,Jonathan Mogbo,24,TOR,PF,34,0,6.3,0.7,1.2,.561,0.0,0.0,.000,0.7,1.2,.575,.561,0.2,0.4,.583,0.6,1.2,1.8,0.6,0.3,0.2,0.3,0.6,1.6,,mogbojo01
532,Lachlan Olbrich,22,CHI,C,30,0,6.6,0.6,1.2,.500,0.1,0.3,.222,0.5,0.9,.593,.528,0.3,0.8,.375,0.7,1.3,2.0,0.6,0.2,0.1,0.3,1.0,1.6,,olbrila01
533,Jacob Toppin,25,ATL,SF,5,0,3.4,0.8,1.2,.667,0.0,0.0,,0.8,1.2,.667,.667,0.0,0.0,,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,1.6,,toppija01
534,Buddy Boeheim,26,OKC,SF,4,0,3.8,0.5,1.5,.333,0.5,1.5,.333,0.0,0.0,,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,,boehebu01
535,Adou Thiero,21,LAL,SF,20,0,5.4,0.5,1.1,.455,0.0,0.1,.000,0.5,1.1,.476,.455,0.5,0.6,.750,0.4,0.7,1.0,0.3,0.3,0.1,0.3,0.8,1.5,,thierad01
536,Rocco Zikarsky,19,MIN,C,4,0,4.0,0.8,1.3,.600,0.0,0.0,,0.8,1.3,.600,.600,0.0,0.0,,0.5,0.8,1.3,0.0,0.0,0.8,0.0,0.3,1.5,,zikarro01
537,Xavier Tillman Sr.,27,2TM,C,26,1,6.1,0.6,1.6,.390,0.1,0.7,.167,0.5,0.9,.565,.427,0.0,0.2,.250,0.7,0.8,1.5,0.4,0.3,0.1,0.3,0.5,1.4,,tillmxa01
537,Xavier Tillman Sr.,27,BOS,C,14,1,7.9,1.0,2.2,.452,0.2,1.1,.200,0.8,1.1,.688,.500,0.0,0.0,,0.7,1.1,1.8,0.4,0.4,0.1,0.4,0.6,2.2,,tillmxa01
537,Xavier Tillman Sr.,27,CHO,C,12,0,4.0,0.2,0.8,.200,0.0,0.3,.000,0.2,0.6,.286,.200,0.1,0.3,.250,0.7,0.4,1.1,0.5,0.2,0.1,0.3,0.3,0.4,,tillmxa01
538,Brooks Barnhizer,23,OKC,SG,36,0,7.7,0.5,1.4,.380,0.1,0.5,.294,0.4,0.9,.424,.430,0.1,0.2,.667,0.4,1.4,1.8,0.5,0.2,0.1,0.2,0.6,1.3,,barnhbr01
539,Isaiah Crawford,24,HOU,SF,13,0,5.8,0.5,1.4,.333,0.2,0.8,.200,0.3,0.6,.500,.389,0.2,0.3,.750,0.2,0.6,0.8,0.3,0.2,0.2,0.2,0.2,1.3,,crawfis01
540,Nigel Hayes-Davis,31,PHO,SF,27,0,7.2,0.6,1.7,.326,0.1,0.6,.125,0.5,1.1,.433,.348,0.1,0.1,.500,0.4,0.8,1.2,0.3,0.3,0.1,0.3,0.6,1.3,,hayesni01
541,Curtis Jones,24,DEN,SG,7,0,4.7,0.6,2.0,.286,0.1,1.3,.111,0.4,0.7,.600,.321,0.0,0.0,,0.1,0.6,0.7,0.6,0.1,0.0,0.1,0.4,1.3,,jonescu01
542,Kyle Lowry,39,PHI,PG,13,0,8.7,0.3,1.5,.200,0.3,1.5,.200,0.0,0.0,,.300,0.4,0.5,.833,0.0,0.7,0.7,0.8,0.2,0.2,0.3,0.6,1.3,,lowryky01
543,Amari Williams,24,BOS,PF,21,2,6.5,0.4,0.9,.474,0.0,0.0,,0.4,0.9,.474,.474,0.5,0.7,.714,0.4,1.4,1.9,0.4,0.1,0.5,0.5,0.8,1.3,,william01
544,Isaac Jones,25,2TM,PF,6,1,4.3,0.5,1.0,.500,0.0,0.3,.000,0.5,0.7,.750,.500,0.2,0.3,.500,0.3,0.5,0.8,0.2,0.0,0.2,0.0,0.7,1.2,,jonesis01
544,Isaac Jones,25,SAC,PF,3,1,5.7,0.3,0.7,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.3,0.7,.500,0.7,0.0,0.7,0.3,0.0,0.0,0.0,1.3,1.0,,jonesis01
544,Isaac Jones,25,DET,PF,3,0,3.0,0.7,1.3,.500,0.0,0.3,.000,0.7,1.0,.667,.500,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.3,0.0,0.0,1.3,,jonesis01
545,Thanasis Antetokounmpo,33,MIL,SF,30,0,3.7,0.4,0.8,.478,0.0,0.1,.000,0.4,0.7,.524,.478,0.5,0.8,.625,0.3,0.6,0.9,0.3,0.3,0.2,0.3,0.4,1.2,,antetth01
546,Javonte Cooke,26,POR,SG,19,0,4.9,0.5,2.2,.220,0.2,1.2,.130,0.3,0.9,.333,.256,0.1,0.1,1.000,0.2,0.8,1.0,0.4,0.3,0.0,0.5,0.3,1.2,,cookeja01
547,Pacôme Dadiet,20,NYK,SG,25,0,3.7,0.4,1.2,.310,0.2,0.8,.250,0.2,0.4,.444,.397,0.2,0.2,1.000,0.1,0.7,0.8,0.4,0.1,0.0,0.1,0.2,1.2,,dadiepa01
548,Dillon Jones,24,NYK,SF,6,0,4.5,0.2,1.0,.167,0.2,0.7,.250,0.0,0.3,.000,.250,0.7,0.7,1.000,0.3,0.7,1.0,0.7,0.3,0.0,0.0,0.8,1.2,,jonesdi01
549,Markelle Fultz,27,TOR,PG,4,0,8.5,0.5,2.5,.200,0.0,0.0,,0.5,2.5,.200,.200,0.0,0.0,,0.0,0.3,0.3,2.0,0.5,0.0,1.0,0.5,1.0,,fultzma01
550,CJ Huntley,24,PHO,SF,2,0,3.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,,huntlcj01
551,David Roddy,24,DEN,PF,2,0,6.0,0.0,1.5,.000,0.0,1.5,.000,0.0,0.0,,.000,1.0,1.0,1.000,0.5,1.5,2.0,1.0,0.5,0.0,0.0,1.0,1.0,,roddyda01
552,Hunter Sallis,22,PHI,SG,7,0,3.7,0.4,0.7,.600,0.0,0.0,,0.4,0.7,.600,.600,0.1,0.3,.500,0.0,0.1,0.1,0.6,0.0,0.1,0.7,0.3,1.0,,sallihu01
553,Dario Šarić,31,SAC,C,5,0,8.2,0.2,1.2,.167,0.2,0.6,.333,0.0,0.6,.000,.250,0.4,0.4,1.000,0.2,1.0,1.2,0.4,0.0,0.0,0.4,0.6,1.0,,saricda01
554,Olivier Sarr,26,CLE,C,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.0,2.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,sarrol01
555,Stanley Umude,26,SAS,SG,2,0,3.5,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,1.0,,umudest01
556,Bismack Biyombo,33,SAS,C,23,1,5.8,0.3,0.6,.571,0.0,0.0,,0.3,0.6,.571,.571,0.2,0.3,.714,0.2,0.8,1.0,0.2,0.2,0.0,0.3,1.1,0.9,,biyombi01
557,Johni Broome,23,PHI,C,11,0,5.0,0.4,2.2,.167,0.0,0.5,.000,0.4,1.7,.211,.167,0.2,0.5,.333,0.6,0.8,1.5,0.4,0.3,0.2,0.3,0.6,0.9,,broomjo01
558,N'Faly Dante,24,ATL,C,4,0,3.8,0.3,1.0,.250,0.0,0.0,,0.3,1.0,.250,.250,0.3,0.3,1.000,0.8,1.0,1.8,0.0,0.5,0.0,0.3,0.3,0.8,,nfalyda01
559,Vladislav Goldin,24,MIA,C,5,0,2.8,0.4,0.6,.667,0.0,0.0,,0.4,0.6,.667,.667,0.0,0.0,,0.2,0.6,0.8,0.4,0.0,0.2,0.2,0.6,0.8,,goldivl01
560,Joe Ingles,38,MIN,SF,25,0,4.1,0.3,0.5,.538,0.1,0.3,.375,0.2,0.2,.800,.654,0.1,0.1,1.000,0.0,0.4,0.4,0.8,0.3,0.0,0.4,0.2,0.8,,inglejo01
561,Trey Jemison,26,NYK,C,11,0,5.5,0.4,0.6,.571,0.0,0.0,,0.4,0.6,.571,.571,0.1,0.1,1.000,0.7,0.7,1.5,0.3,0.1,0.2,0.5,0.8,0.8,,jemistr01
562,Drew Peterson,26,CHO,PF,6,0,10.7,0.3,2.7,.125,0.0,2.0,.000,0.3,0.7,.500,.125,0.2,0.3,.500,0.5,1.0,1.5,0.3,0.5,0.2,0.0,0.5,0.8,,peterdr01
563,Garrett Temple,39,TOR,SG,20,0,3.4,0.2,0.7,.214,0.1,0.6,.182,0.1,0.2,.333,.286,0.3,0.5,.667,0.1,0.4,0.4,0.4,0.2,0.1,0.4,0.3,0.7,,templga01
564,Max Shulga,23,BOS,SG,8,0,1.6,0.1,0.5,.250,0.0,0.1,.000,0.1,0.4,.333,.250,0.3,0.3,1.000,0.1,0.0,0.1,0.3,0.0,0.0,0.1,0.6,0.5,,shulgma01
565,John Tonje,24,BOS,SG,5,0,2.4,0.0,0.4,.000,0.0,0.4,.000,0.0,0.0,,.000,0.4,0.4,1.000,0.0,0.4,0.4,0.2,0.2,0.0,0.0,0.2,0.4,,tonjejo01
566,Chris Mañon,24,LAL,SG,6,0,4.2,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.3,0.3,1.000,0.2,0.8,1.0,0.2,0.5,0.3,0.2,0.8,0.3,,manonch01
567,Jahmyl Telfort,24,LAC,PF,8,0,4.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.1,0.5,.250,0.0,0.4,0.4,0.1,0.1,0.0,0.1,0.6,0.1,,telfoja01
568,Darius Brown II,26,CLE,SG,1,0,3.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,brownda04
569,Noa Essengue,19,CHI,PF,2,0,3.0,0.0,1.5,.000,0.0,1.0,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,,essenno01
570,Tosan Evbuomwan,24,NYK,SF,5,0,1.6,0.0,0.2,.000,0.0,0.0,,0.0,0.2,.000,.000,0.0,0.0,,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.2,0.0,,evbuoto01
571,Enrique Freeman,25,MIN,PF,2,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.5,1.5,0.0,0.0,0.5,0.0,0.0,0.0,,freemen01
572,Chucky Hepburn,22,TOR,PG,2,0,6.5,0.0,3.0,.000,0.0,2.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,1.0,0.5,0.0,0.5,1.0,0.0,,hepbuch01
573,Trevor Keels,22,MIA,SG,4,0,1.3,0.0,1.0,.000,0.0,0.8,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,keelstr01
